transaction_id,category,price,transaction_date,shipping_method
1119,toys,326.10064739497676,2025-04-29,Overnight
1120,home,337.77278923491883,2025-04-30,Overnight
1121,electronics,433.4421068852325,2025-05-01,Overnight
1122,electronics,122.79078143836207,2025-05-02,Standard
1123,toys,254.60475614352865,2025-05-03,Standard
1124,electronics,290.2820576124997,2025-05-04,Standard
1125,electronics,386.5914670100914,2025-05-05,Overnight
1126,clothing,31.365848159672534,2025-05-06,Standard
1127,toys,497.3297502906971,2025-05-07,Express
1128,clothing,240.27281185556205,2025-05-08,Standard
1129,clothing,146.9845674804117,2025-05-09,Express
1130,electronics,442.91207091046687,2025-05-10,Overnight
1131,clothing,376.3821992097329,2025-05-11,Overnight
1132,clothing,477.00520504173704,2025-05-12,Standard
1133,electronics,172.0676492885517,2025-05-13,Unknown
1134,clothing,280.8548337493901,2025-05-14,Express
1135,home,290.4233098937108,2025-05-15,Standard
1136,electronics,490.3624760208624,2025-05-16,Express
1137,toys,46.91966544300282,2025-05-17,Standard
1138,electronics,159.7915394507191,2025-05-18,Standard
1139,electronics,103.54640526366956,2025-05-19,Express
1140,clothing,141.55267987617685,2025-05-20,Standard
1141,toys,247.7871383953947,2025-05-21,Standard
1142,electronics,192.61656487608417,2025-05-22,Standard
1143,clothing,203.39881873664137,2025-05-23,Standard
1144,electronics,423.6644389558926,2025-05-24,Standard
1145,electronics,465.7082490573076,2025-05-25,Express
1146,toys,44.50390411627651,2025-05-26,Express
1147,toys,112.37017163152647,2025-05-27,Express
1148,home,338.8603232437848,2025-05-28,Overnight
1149,home,185.7369228351203,2025-05-29,Express
1150,clothing,134.540188044172,2025-05-30,Express
1151,clothing,154.69238832527998,2025-05-31,Standard
1152,home,168.04987447691423,2025-06-01,Standard
1153,clothing,425.8481995130905,2025-06-02,Standard
1154,clothing,76.94445240659412,2025-06-03,Standard
1155,electronics,357.3663884859581,2025-06-04,Express
1156,clothing,280.8817886848748,2025-06-05,Standard
1157,home,155.28997038742125,2025-06-06,Overnight
1158,toys,215.69261965867548,2025-06-07,Unknown
1159,home,135.54140236128444,2025-06-08,Express
1160,clothing,309.64171832418344,2025-06-09,Standard
1161,electronics,49.981148396117774,2025-06-10,Standard
1162,home,12.54058275925352,2025-06-11,Unknown
1163,electronics,317.6682633248317,2025-06-12,Unknown
1164,toys,105.1942372209007,2025-06-13,Standard
1165,toys,44.76104932996456,2025-06-14,Express
1166,home,204.4240753348053,2025-06-15,Standard
1167,toys,34.8765802093045,2025-06-16,Standard
1168,clothing,444.4424029858234,2025-06-17,Standard
1169,electronics,23.532218218115304,2025-06-18,Standard
1170,toys,293.64379879870376,2025-06-19,Unknown
1171,toys,224.8523202788626,2025-06-20,Express
1172,electronics,339.2928062946477,2025-06-21,Standard
1173,electronics,170.79480706261864,2025-06-22,Express
1174,clothing,85.97039219659466,2025-06-23,Unknown
1175,home,491.1020352721602,2025-06-24,Unknown
1176,clothing,421.07741601398806,2025-06-25,Standard
1177,toys,431.5982629727209,2025-06-26,Standard
1178,toys,132.6231666527734,2025-06-27,Standard
1179,electronics,29.02901987041737,2025-06-28,Standard
1180,clothing,158.60010218987918,2025-06-29,Standard
1181,home,273.17038932636115,2025-06-30,Express
1182,clothing,170.05910848006002,2025-07-01,Standard
1183,home,415.6558118559184,2025-07-02,Standard
1184,home,143.05602875167352,2025-07-03,Standard
1185,toys,482.9733968914772,2025-07-04,Standard
1186,toys,234.059929190727,2025-07-05,Standard
1187,home,422.5913067558709,2025-07-06,Standard
1188,toys,105.24621665748778,2025-07-07,Standard
1189,clothing,211.56341347777249,2025-07-08,Standard
1190,home,352.76098327592496,2025-07-09,Standard
1191,clothing,77.79301528472267,2025-07-10,Express
1192,home,75.0452568990552,2025-07-11,Standard
1193,toys,485.0730648859379,2025-07-12,Standard
1194,clothing,360.15160104817653,2025-07-13,Standard
1195,clothing,30.123083216259136,2025-07-14,Unknown
1196,home,205.42224170794933,2025-07-15,Standard
1197,clothing,222.4251614145636,2025-07-16,Express
1198,electronics,374.5808950695665,2025-07-17,Unknown
1199,electronics,132.921658399864,2025-07-18,Standard
1200,home,100.32350042237132,2025-07-19,Overnight
