transaction_id,category,price,transaction_date,shipping_method
1062,electronics,57.12651003479617,2025-03-03 00:00:00,Express
1063,electronics,470.85639959990596,2025-03-04 00:00:00,Standard
1064,Electronics,204.81029033288593,2025-03-05 00:00:00,Express
1065,electronics,263.6981617584653,2025-03-06 00:00:00,Standard
1066,Home,420.4779518945907,2025-03-07 00:00:00,Standard
1067,electronics,341.0881573492476,2025-03-08 00:00:00,Standard
1068,clothing,370.25589842797837,2025-03-09 00:00:00,Express
1069,clothing,112.4450941614797,2025-03-10 00:00:00,Standard
1070,Toys,275.30950717550724,2025-03-11 00:00:00,nan
1071,clothing,350.9343556790903,2025-03-12 00:00:00,Standard
1072,Toys,121.98951068067683,2025-03-13 00:00:00,Standard
1073,clothing,95.72791427700874,2025-03-14 00:00:00,nan
1074,Home,491.26248823142345,2025-03-15 00:00:00,Express
1075,Toys,263.151586722797,2025-03-16 00:00:00,Standard
1076,Clothing,137.8062956669004,2025-03-17 00:00:00,Express
1077,HOME,498.1643128813829,2025-03-18 00:00:00,Express
1078,Electronics,483.0554821315089,2025-03-19 00:00:00,Express
1079,clothing,283.5637922674778,2025-03-20 00:00:00,Standard
1080,electronics,442.49180816277646,2025-03-21 00:00:00,Standard
1081,clothing,102.46648308727589,2025-03-22 00:00:00,Express
1082,electronics,146.64696277016913,2025-03-23 00:00:00,Overnight
1083,HOME,353.17533668665794,2025-03-24 00:00:00,Express
1084,HOME,424.8639596967699,2025-03-25 00:00:00,Standard
1085,HOME,429.5989030202653,2025-03-26 00:00:00,Express
1086,electronics,208.20898228987315,2025-03-27 00:00:00,Express
1087,clothing,445.0073483928703,2025-03-28 00:00:00,Standard
1088,HOME,426.9549398960812,2025-03-29 00:00:00,Standard
1089,Home,468.4611471682643,2025-03-30 00:00:00,Express
1090,Toys,394.8169190458324,2025-03-31 00:00:00,Standard
1091,electronics,337.80424480997203,2025-04-01 00:00:00,Standard
1092,electronics,294.5364445038628,2025-04-02 00:00:00,Standard
1093,clothing,192.41855561525412,2025-04-03 00:00:00,Standard
1094,electronics,470.6653868043114,2025-04-04 00:00:00,Standard
1095,electronics,487.0952800101055,2025-04-05 00:00:00,nan
1096,HOME,149.1212776213582,2025-04-06 00:00:00,Overnight
1097,clothing,159.6282915687528,2025-04-07 00:00:00,Standard
1098,HOME,247.95073925725103,2025-04-08 00:00:00,nan
1099,Toys,229.7278300632612,2025-04-09 00:00:00,Express
1100,Toys,497.28415667930216,2025-04-10 00:00:00,Standard
1101,HOME,96.20337381189924,,Standard
1102,Toys,18.856928171605226,,Standard
1103,clothing,252.00792043988295,,Standard
1104,Electronics,97.62312751845111,,Express
1105,HOME,189.56970444560136,,Express
1106,Home,374.6435562977155,,Standard
1107,Home,363.26056288354334,,nan
1108,electronics,160.94978800767072,,Express
1109,Toys,275.84471297190066,,Standard
1110,Home,259.3188976509924,,nan
1111,electronics,321.80298291108875,2025-04-21 00:00:00,nan
1112,Electronics,132.72629111673623,2025-04-22 00:00:00,nan
1113,clothing,299.0367153046665,2025-04-23 00:00:00,Standard
1114,clothing,489.65750055475445,2025-04-24 00:00:00,Express
1115,clothing,248.503654950133,2025-04-25 00:00:00,Express
1116,Home,453.9884059820915,2025-04-26 00:00:00,Express
1117,Electronics,222.85323910011005,2025-04-27 00:00:00,nan
1118,Home,181.53841977039107,2025-04-28 00:00:00,Express
1119,Toys,326.10064739497676,2025-04-29 00:00:00,Overnight
1120,Home,337.77278923491883,2025-04-30 00:00:00,Overnight
1121,Electronics,433.4421068852325,2025-05-01 00:00:00,Overnight
1122,Electronics,122.79078143836209,2025-05-02 00:00:00,Standard
1123,Toys,254.60475614352865,2025-05-03 00:00:00,Standard
1124,Electronics,290.2820576124997,2025-05-04 00:00:00,Standard
1125,Electronics,386.5914670100914,2025-05-05 00:00:00,Overnight
1126,clothing,31.365848159672538,2025-05-06 00:00:00,Standard
1127,Toys,497.3297502906971,2025-05-07 00:00:00,Express
1128,Clothing,240.27281185556205,2025-05-08 00:00:00,Standard
1129,Clothing,146.9845674804117,2025-05-09 00:00:00,Express
1130,Electronics,442.91207091046687,2025-05-10 00:00:00,Overnight
1131,Clothing,376.38219920973285,2025-05-11 00:00:00,Overnight
1132,Clothing,477.00520504173704,2025-05-12 00:00:00,Standard
1133,Electronics,172.0676492885517,2025-05-13 00:00:00,nan
1134,Clothing,280.8548337493901,2025-05-14 00:00:00,Express
1135,Home,290.4233098937108,2025-05-15 00:00:00,Standard
1136,electronics,490.3624760208624,2025-05-16 00:00:00,Express
1137,Toys,46.91966544300282,2025-05-17 00:00:00,Standard
1138,electronics,159.7915394507191,2025-05-18 00:00:00,Standard
1139,Electronics,103.54640526366956,2025-05-19 00:00:00,Express
1140,clothing,141.55267987617685,2025-05-20 00:00:00,Standard
1141,Toys,247.7871383953947,2025-05-21 00:00:00,Standard
1142,Electronics,192.61656487608417,2025-05-22 00:00:00,Standard
1143,clothing,203.39881873664137,2025-05-23 00:00:00,Standard
1144,electronics,423.6644389558926,2025-05-24 00:00:00,Standard
1145,Electronics,465.7082490573076,2025-05-25 00:00:00,Express
1146,Toys,44.50390411627651,2025-05-26 00:00:00,Express
1147,Toys,112.37017163152649,2025-05-27 00:00:00,Express
1148,HOME,338.8603232437848,2025-05-28 00:00:00,Overnight
1149,Home,185.7369228351203,2025-05-29 00:00:00,Express
1150,Clothing,134.540188044172,2025-05-30 00:00:00,Express
1151,clothing,154.69238832527998,2025-05-31 00:00:00,Standard
1152,HOME,168.04987447691425,2025-06-01 00:00:00,Standard
1153,Clothing,425.8481995130905,2025-06-02 00:00:00,Standard
1154,Clothing,76.94445240659412,2025-06-03 00:00:00,Standard
1155,Electronics,357.3663884859581,2025-06-04 00:00:00,Express
1156,Clothing,280.8817886848748,2025-06-05 00:00:00,Standard
1157,Home,155.28997038742125,2025-06-06 00:00:00,Overnight
1158,Toys,215.69261965867548,2025-06-07 00:00:00,nan
1159,HOME,135.54140236128444,2025-06-08 00:00:00,Express
1160,Clothing,309.64171832418344,2025-06-09 00:00:00,Standard
1161,Electronics,49.981148396117774,2025-06-10 00:00:00,Standard
1162,Home,12.540582759253521,2025-06-11 00:00:00,nan
1163,electronics,317.6682633248317,2025-06-12 00:00:00,nan
1164,Toys,105.1942372209007,2025-06-13 00:00:00,Standard
1165,Toys,44.76104932996456,2025-06-14 00:00:00,Express
1166,HOME,204.4240753348053,2025-06-15 00:00:00,Standard
1167,Toys,34.8765802093045,2025-06-16 00:00:00,Standard
1168,Clothing,444.4424029858234,2025-06-17 00:00:00,Standard
1169,Electronics,23.532218218115304,2025-06-18 00:00:00,Standard
1170,Toys,293.64379879870376,2025-06-19 00:00:00,nan
1171,Toys,224.8523202788626,2025-06-20 00:00:00,Express
1172,electronics,339.2928062946477,2025-06-21 00:00:00,Standard
1173,electronics,170.79480706261864,2025-06-22 00:00:00,Express
1174,clothing,85.97039219659466,2025-06-23 00:00:00,nan
1175,Home,491.1020352721602,2025-06-24 00:00:00,nan
1176,Clothing,421.07741601398806,2025-06-25 00:00:00,Standard
1177,Toys,431.5982629727209,2025-06-26 00:00:00,Standard
1178,Toys,132.6231666527734,2025-06-27 00:00:00,Standard
1179,Electronics,29.02901987041737,2025-06-28 00:00:00,Standard
1180,clothing,158.60010218987918,2025-06-29 00:00:00,Standard
1181,Home,273.17038932636115,2025-06-30 00:00:00,Express
1182,clothing,170.05910848006002,2025-07-01 00:00:00,Standard
1183,HOME,415.65581185591844,2025-07-02 00:00:00,Standard
1184,Home,143.05602875167352,2025-07-03 00:00:00,Standard
1185,Toys,482.9733968914772,2025-07-04 00:00:00,Standard
1186,Toys,234.059929190727,2025-07-05 00:00:00,Standard
1187,Home,422.59130675587085,2025-07-06 00:00:00,Standard
1188,Toys,105.24621665748778,2025-07-07 00:00:00,Standard
1189,Clothing,211.56341347777249,2025-07-08 00:00:00,Standard
1190,Home,352.76098327592496,2025-07-09 00:00:00,Standard
1191,clothing,77.79301528472267,2025-07-10 00:00:00,Express
1192,Home,75.0452568990552,2025-07-11 00:00:00,Standard
1193,Toys,485.0730648859379,2025-07-12 00:00:00,Standard
1194,Clothing,360.15160104817653,2025-07-13 00:00:00,Standard
1195,Clothing,30.123083216259136,2025-07-14 00:00:00,nan
1196,HOME,205.42224170794933,2025-07-15 00:00:00,Standard
1197,clothing,222.4251614145636,2025-07-16 00:00:00,Express
1198,electronics,374.5808950695665,2025-07-17 00:00:00,nan
1199,electronics,132.921658399864,2025-07-18 00:00:00,Standard
1200,Home,100.32350042237132,2025-07-19 00:00:00,Overnight
